predicted forward vel,predicted angular vel
8.850833,-0.0012275558
8.659636,8.3010644e-05
8.417736,0.0007030945
8.404415,0.0031578708
8.268385,0.008757448
8.128851,0.0118985595
7.9291353,0.012050097
7.7929745,0.015231098
7.694793,0.014056253
7.5025897,0.012778993
7.5589247,0.01503683
7.313923,0.03348212
7.162455,0.043514475
6.940644,0.050272584
6.7161155,0.051668383
6.6328044,0.05601211
6.7648063,0.06278168
6.5739126,0.054600097
6.5919476,0.06164054
6.6044626,0.056577332
6.5693455,0.05109887
6.458172,0.051453568
6.3974056,0.044086754
6.4696684,0.039767146
6.416466,0.045658275
6.2555313,0.04507731
6.3666983,0.04454021
6.531796,0.03607564
6.312731,0.042178452
6.4149513,0.04318583
6.554053,0.03802445
6.7668414,0.03608559
6.794337,0.04330066
6.8836713,0.048815332
6.876998,0.04497394
6.955138,0.033774115
7.2221317,0.022570554
7.68242,0.0073220897
7.9044995,0.00082849525
8.190529,-0.009660019
8.385783,-0.026342342
8.372918,-0.037949316
8.589396,-0.043591782
8.761872,-0.02877961
8.850994,-0.0067324545
9.135891,-0.004436342
9.274005,0.0061833095
9.842871,0.008027712
10.173405,0.0036374722
10.3621025,0.0032805772
10.023648,-6.646477e-05
10.177553,0.00017048419
10.58505,-0.0029067248
10.866608,-0.0024530906
10.984275,-0.004385719
11.449034,-0.004546741
11.628855,-0.0036565345
11.615328,-0.0034023542
11.784782,-0.0043966826
11.912439,-0.002639249
11.885004,-0.0027391333
11.982454,-0.0019752774
12.294243,0.0007917322
12.389477,0.0021889294
12.366354,-0.0006185211
12.499645,-0.0014502015
12.489,-0.0020764042
12.720333,-0.00060644373
12.58392,0.00470555
12.630119,0.0008671917
12.9049015,0.0026839133
13.393824,0.0069373082
13.521036,0.007855974
13.717476,0.014287109
13.995712,0.013477221
13.998503,0.0060563283
14.222837,0.0029757563
14.108889,0.006471161
13.980814,0.0063069863
14.2134285,-0.025666108
14.208084,0.00476058
14.374933,-0.0011302829
14.2411995,0.004232634
14.278545,0.011160232
14.207272,0.015938332
14.181208,0.01151087
14.125559,0.0137075605
14.194172,0.024671663
14.082518,0.018018026
14.322531,0.01848704
14.23678,0.014044642
14.0023575,0.01695406
14.073774,0.008455142
14.139057,0.007432934
14.1379795,0.0045566875
14.193184,0.0017172769
14.090759,0.001530705
14.068115,0.0004985072
13.862692,0.00091713853
13.867147,0.0004988313
13.872078,-0.0027502924
13.800285,-0.003780961
13.809626,-0.0031951815
13.853468,-0.0055625103
13.796877,-0.0073833056
13.71509,-0.008293258
13.7187805,-0.0053470414
13.764116,0.00044613332
13.711966,-0.0041029304
13.7155285,-0.0016819704
13.546761,-0.0018534902
13.540173,-0.0025159717
13.436787,-0.00096813776
13.474081,0.0011224234
13.425869,-0.0036552418
13.469246,-0.0005312711
13.278837,-0.0019186679
13.225836,-0.0034145843
13.149511,-0.00018068217
12.940437,0.0038783262
12.888651,0.0023963638
12.777298,0.00080947764
12.710739,-0.00085811876
13.161974,-0.005295925
13.179865,-0.0063506104
13.125565,-0.0061432235
13.118368,-0.0034158546
13.219246,-0.0032770988
13.187019,-0.003850637
13.348127,-0.004072966
13.361143,-0.008054195
13.323574,-0.008598922
13.349081,-0.00994879
13.295568,-0.011061998
13.360714,-0.009440104
13.279903,-0.0099671185
13.258041,-0.007334048
13.373693,-0.00795049
13.478926,-0.00024871156
13.470554,-0.0008860361
13.527243,-0.0020991508
13.501295,-0.0017281268
13.671791,-0.0006363597
13.644312,-0.0019159596
13.560528,0.004031024
13.5933075,-0.0018937346
13.60713,-0.00054830126
13.424213,-0.00026930496
13.502197,-0.0039171
13.618973,-0.00427844
13.593901,-0.00584987
13.588329,-0.004428325
13.6115265,-0.0037461203
13.685598,-0.0032882448
13.793308,-0.002644563
13.854897,0.0011992361
13.683132,0.0020166766
13.681723,-0.0011490956
13.60848,-0.0035152528
13.618868,-0.0048434343
13.626532,-0.006030496
13.597115,-0.0030116905
13.555315,-0.0063865855
13.524681,-0.007991595
13.485378,-0.0071244705
13.474281,-0.005499581
13.503521,-0.0050925612
13.458088,-0.0035311617
13.430639,-0.0032812525
13.674147,-0.004563898
13.766577,-0.0050321054
13.593811,-0.0069481935
13.552849,-0.0046166535
13.48748,-0.0049235243
13.433939,-0.0064762216
13.376619,-0.0063237157
13.386465,-0.0061458815
13.259928,-0.005528329
13.226116,-0.0047511477
13.196264,-0.0039798375
13.3407345,-0.0053293183
13.311153,-0.005453769
13.342512,-0.006865384
13.3138275,-0.006032061
13.315733,-0.005578693
13.168613,-0.00404167
13.033667,-0.0023789816
13.15546,-0.0034502503
13.174068,-0.005285239
13.24436,-0.0050316956
13.217743,-0.006647274
13.139278,-0.0053721685
13.050465,-0.0045511667
13.087412,-0.0034462903
13.047422,-0.002453139
13.090073,-0.0005659219
13.136044,0.0022100322
13.161692,0.0036240835
13.042774,-9.931438e-05
12.944727,-0.006646065
12.872536,-0.004292574
12.843786,-0.0055284407
12.695604,-0.0017930549
12.716595,-0.0022009145
12.676256,-0.006346578
12.690344,-0.0077498984
12.780645,-0.0060834903
12.718218,-0.0029673483
12.53236,-0.0027651135
12.483053,-0.00262014
12.402092,-0.0012216009
12.391666,0.00046238117
12.517422,0.0014017588
12.420588,-0.00023531914
12.397951,0.00055092946
12.470484,0.0027553448
12.419781,0.005309554
12.469328,0.007046745
12.409098,0.006758062
12.298227,0.013346262
12.337042,0.013453787
12.331219,0.01262247
12.189655,0.011086607
12.154362,0.017645705
11.925159,0.017172636
11.921057,0.015824031
11.796167,0.014107909
11.80477,0.013065599
11.536964,0.011993395
11.411206,0.0093348455
11.119635,0.0012691915
10.709635,-0.007000521
10.527948,-0.0005598888
10.4049225,0.0006321864
10.30908,0.006347929
9.904938,0.011239119
9.500156,0.0039200475
9.293763,0.0008679982
9.034849,0.017984651
8.69348,0.032735415
8.242569,0.03901174
8.224519,0.042451985
8.3062105,0.04760638
7.8624835,0.042970963
7.143689,0.020472556
6.7348766,0.10974284
6.563013,0.14665772
6.196026,0.27662984
6.0544643,0.3473587
5.9801683,0.43605018
5.8402214,0.49983934
5.4396515,0.5085814
5.2542605,0.489778
5.0301013,0.5587776
4.814542,0.62901735
4.5940905,0.6236861
4.5093975,0.637379
4.4518156,0.6797927
4.428825,0.6639689
4.3918157,0.65510345
4.5662556,0.711929
4.609194,0.7240763
4.462412,0.71399504
4.522946,0.5684021
4.2120004,0.58091414
4.1717243,0.4714072
4.3346233,0.45477477
4.348587,0.5155309
4.293038,0.6655573
4.346023,0.6991514
4.7310705,0.76508105
4.874034,0.79985756
4.82096,0.73484784
4.592381,0.65104413
4.625409,0.7195784
4.5740795,0.7249473
4.5413413,0.4911303
5.1060114,0.6501285
5.233602,0.59782857
5.265394,0.6389891
5.455585,0.5874261
5.4681625,0.51690346
5.608691,0.5417379
5.5346785,0.49481747
5.5540085,0.4957696
5.806644,0.4734894
6.107336,0.36141175
6.2601047,0.21016958
6.832507,0.14327139
6.99956,0.043067425
7.084695,0.028970482
7.2053566,0.014703305
7.458224,0.007400384
7.8434124,0.011882624
7.8593936,0.007701082
7.9582896,0.00533483
8.4317,0.0039929934
9.154751,-0.0035366155
8.979242,-0.0035894755
9.316141,-0.005652087
9.270637,-0.005673686
9.423258,-0.0025981888
9.678327,-0.00046723895
9.953807,-0.0050241556
10.530647,-0.0029176716
10.649528,0.0044259336
10.374367,-0.000571128
10.7162285,-0.0006795749
11.150063,0.00015397929
11.580597,0.0002992116
12.249069,-0.0021789111
12.34207,-0.00630684
12.330454,-0.0071152076
12.517424,-0.010109713
12.177864,-0.006934507
12.490454,-0.0145328175
12.694513,-0.016995432
12.646343,-0.014193619
12.644295,-0.013937945
12.576473,-0.018820697
12.812466,-0.017234838
13.068748,-0.01623947
13.417997,-0.017055152
13.392527,-0.011560669
13.183556,-0.0071888044
13.562443,-0.010375965
13.533623,-0.0090288725
13.3701,-0.0093774535
13.3727665,-0.007940466
13.4620495,-0.009019598
13.6538105,-0.012254437
13.922058,-0.008675544
14.232241,-0.011994265
14.066227,-0.009691311
14.032808,-0.010069272
14.461939,-0.00634305
14.335188,-0.0033501182
14.305428,-0.010642955
14.539749,-0.01313437
14.325846,-0.00938962
14.717476,-0.012638601
14.724125,-0.0051786024
14.560726,-0.008270299
14.670284,-0.011980837
14.60416,-0.010453887
14.367731,-0.008872336
14.42042,-0.009595843
14.632578,-0.005199205
14.588003,-0.0062863585
14.361599,-0.0087901335
14.283758,-0.014827872
14.0599575,-0.015195714
13.988192,-0.014888097
14.177534,-0.010873735
14.254534,-0.013123551
14.14357,-0.015383678
14.34144,-0.016519202
14.386721,-0.016594453
14.393112,-0.019625721
14.520756,-0.021424165
14.239328,-0.020310553
14.111372,-0.015902018
14.067478,-0.016653059
14.1081085,-0.016738499
14.274099,-0.017394213
14.220196,-0.019091016
14.132616,-0.014237141
14.085705,-0.013725499
13.925207,-0.021552568
14.030241,-0.022927137
14.042219,-0.023620797
13.761391,-0.025932273
13.821119,-0.023362791
14.070475,-0.020420237
13.848782,-0.014628073
13.997871,-0.014497692
13.639042,-0.012627421
13.703402,-0.009019868
13.74605,-0.007620303
13.790205,-0.012417082
13.974562,-0.014264058
13.644863,-0.011557309
13.435755,-0.008666741
13.723188,-0.0063409265
13.922758,-0.005957788
13.771709,-0.006714983
13.616928,-0.007764796
13.68601,-0.012359822
13.562038,-0.015274836
13.576164,-0.017023107
13.61602,-0.015601164
13.426998,-0.014016768
13.509933,-0.014788771
13.413029,-0.012013776
13.349499,-0.010268504
13.143284,-0.0070334785
13.051788,-0.006333595
13.058046,-0.010292292
12.955702,-0.003597932
13.016346,-0.0073555335
13.277761,-0.013465138
13.075048,-0.014113573
12.935787,-0.013908828
12.626772,-0.015411524
12.663109,-0.011356426
12.581327,-0.015198408
12.579323,-0.01880945
12.503893,-0.015944699
12.788204,-0.014092194
12.574909,-0.011104723
12.732981,-0.015345426
12.818998,-0.018633706
12.727924,-0.01813743
12.847223,-0.02157422
12.724411,-0.021708986
12.685394,-0.017679868
12.562275,-0.015342778
12.503134,-0.017359773
12.64735,-0.017479112
12.53993,-0.015631547
12.637533,-0.022068145
12.640938,-0.018806228
12.600458,-0.01284256
12.189661,-0.0059852954
12.344162,-0.0056029893
12.419052,-0.0036296342
12.4198265,-0.00048026443
12.409918,-0.008991459
12.22109,-0.008284971
12.208515,-0.009222919
12.431902,-0.0077936593
12.531208,-0.010243056
12.503498,-0.011313869
12.478285,-0.009899689
12.542261,-0.006521942
12.502041,-0.005754154
12.503609,-0.007560106
12.394321,-0.0045088995
12.334238,-0.01105191
12.355169,-0.007915912
12.390148,-0.014016416
12.347551,-0.015092369
12.3744545,-0.015618781
12.169998,-0.016687991
12.110476,-0.015746376
12.137156,-0.015260337
12.178358,-0.015376797
12.197985,-0.014257634
12.20611,-0.009924537
12.02593,-0.017146843
12.0333805,-0.020589782
12.208609,-0.013897009
12.220701,-0.019171989
12.278078,-0.017443324
12.111652,-0.0142073
12.146687,-0.0122153405
11.924194,-0.011949483
12.014914,-0.01718319
11.90575,-0.01857181
11.960493,-0.013994245
11.851143,-0.010773001
11.417986,-0.0069135334
11.2584095,-0.0066948067
11.153774,-0.007901797
11.166414,-0.0064114835
10.9431305,-0.0069011804
10.834377,0.009468545
10.749685,0.0106645
10.688927,0.009300027
10.406673,0.006755475
10.356199,0.005595926
10.491364,0.009748668
10.548914,0.013969306
10.473642,0.01332968
10.369713,0.017757472
10.342591,0.019435998
10.127033,0.019851685
10.15873,0.02062309
10.225878,0.024150405
10.418566,0.032357194
10.488422,0.031667955
10.366809,0.031468723
10.278982,0.03374397
10.342262,0.031649515
10.48617,0.036061324
10.565653,0.035052203
10.5536995,0.034898058
10.609199,0.03442841
10.672684,0.03261854
10.850237,0.036677316
10.888873,0.02643875
11.055349,0.016319022
11.118136,0.00324798
11.170277,-4.5871362e-05
11.206617,0.0007230956
11.243217,0.0033270735
11.317749,-0.0003778506
11.306314,0.007960305
11.432274,0.029063331
11.472708,0.029402148
11.358858,0.035310395
11.370222,0.033707768
11.585798,0.02796448
11.575114,0.022651419
11.61372,0.01329185
11.803211,0.012030775
11.868839,0.021391774
11.965189,0.03661239
12.048475,0.043155186
12.160786,0.03921669
12.231913,0.03089416
12.1358795,0.034095686
12.093418,0.039870508
12.349524,0.033321053
12.48489,0.02335922
12.448063,0.019525602
12.545128,0.00323473
12.711027,-0.007049067
12.814253,-0.005575115
12.711639,-0.0049102996
12.923365,-0.009532677
12.850075,-0.006285211
12.937616,-0.004936805
13.019518,-0.0050586145
13.158447,-0.006750863
13.197935,-0.0070125703
13.549196,-0.008475432
13.508112,-0.011063356
13.424543,-0.008681411
13.321392,-0.0070053805
13.293642,-0.006381966
13.285198,-0.0059235264
13.277681,-0.0055635516
13.144726,-0.0055125896
13.262066,-0.009399237
13.270645,-0.01397763
13.253683,-0.015128048
13.192085,-0.017166933
13.135225,-0.015662415
13.360186,-0.013361258
13.296909,-0.014302516
13.153641,-0.011047563
13.178242,-0.0108301435
13.117874,-0.010599894
13.052368,-0.00910683
13.086811,-0.009862319
13.234552,-0.01064335
13.180529,-0.010972122
13.130409,-0.009071337
13.14679,-0.00472231
13.226456,-0.0094149485
13.217091,-0.010248238
13.098156,-0.010629937
12.949694,-0.0064747594
12.728754,-0.002522828
12.82044,-0.0003678482
12.829578,-0.0021742787
12.634865,-0.0034479182
12.633066,-0.0038458817
12.5262985,-0.0041886847
12.123472,-0.0036318172
12.298063,-0.003700167
12.37961,-0.007643044
12.283083,-0.003735287
12.336477,0.0030651428
12.317324,0.0025922311
12.253941,0.007127811
11.847023,0.011118386
11.743675,0.008341514
11.679949,0.0035795774
11.72646,-0.015342938
11.552651,-0.011633532
11.544046,-0.0029224642
11.351151,-0.004131099
10.874639,-0.006803062
10.358067,-0.008310676
10.069168,-0.015418069
9.214531,-0.020601792
8.97153,-0.02144985
8.793861,-0.018449752
8.832696,-0.018829169
8.448067,-0.013266705
8.026762,-0.016046615
7.664464,-0.012253061
7.6852694,-0.011237619
7.5839257,-0.008619217
7.639533,-0.00566634
7.568838,0.004424882
7.440506,0.014809983
7.3751335,0.011031041
7.290641,0.016979726
7.2520027,0.015415241
7.183544,0.012378537
7.2014823,0.0028768983
7.2070208,0.015137212
7.090175,0.009789283
7.179613,0.0077406345
7.3215904,0.011264652
7.286621,0.011149394
7.1962013,0.022942886
7.0382123,0.03427492
6.916906,0.02194567
6.9514017,0.0010975376
7.1111817,0.018474763
7.377307,0.006158566
7.2143383,-0.046744958
7.1801767,-0.049792305
7.3149223,-0.012310753
7.304837,-0.013789801
7.337673,-0.022506246
7.4190893,-0.037431933
7.660348,0.00041409582
7.6129456,0.008775108
7.6906605,0.011713672
7.6576247,0.004507686
7.8094654,0.0021859724
8.008841,0.00750883
7.850747,0.009386494
7.8753057,0.008404311
7.9149156,0.004231764
7.952635,-0.002666112
7.9139776,-0.009810263
8.053015,-0.0067755748
8.1591835,-0.0023435522
8.245878,0.0029129032
8.247017,8.764304e-05
8.216985,-0.002245685
8.273729,0.003247764
8.337801,0.0071936473
8.365507,0.013733036
8.307459,0.008606055
8.353527,0.005278238
8.378933,0.0003862474
8.553944,0.0007691188
8.530943,-0.0027703587
8.593816,-0.010495951
8.67625,-0.009384191
8.658392,-0.012167329
8.640134,-0.014688175
8.585672,-0.0020821188
8.379053,0.004553154
8.295982,0.012145624
8.253111,0.0086499695
8.558876,0.005064334
8.655138,0.006827995
8.815765,0.011599474
8.818376,-0.00076700374
8.819019,0.017922178
8.607707,0.021306682
8.194767,0.02413171
8.169706,0.007718564
8.394617,-0.00070877187
8.013881,0.0023046173
7.9243407,-0.0022556148
7.8674574,0.0049413275
8.001513,-0.001578847
7.7147202,0.015868608
7.592215,-0.01067389
7.546319,-0.009933174
7.610188,-0.020803882
7.594342,-0.020891668
7.5401587,-0.008014841
7.4754686,-0.002838431
7.5878773,-0.0053316206
7.7275486,0.0016014455
7.6709085,-0.0027561858
7.6252766,-0.0050655045
7.619849,-0.0145763345
