timestep,for vel,ang vel
203,10.717806,0.0570954
204,9.716509,0.018307436
205,9.940155,0.026970997
206,9.840605,0.023114655
207,10.031,0.030490123
208,10.462353,0.047410414
209,9.900559,0.043439567
210,8.875299,0.014728062
211,8.944924,0.011353776
212,8.859709,0.0071906894
213,8.719165,-0.016871035
214,8.686032,-0.008396532
215,8.641342,0.003998317
216,9.525382,0.06485657
217,10.181218,0.09623281
218,10.724442,0.11196505
219,10.894585,0.11926594
220,10.640232,0.113790445
221,11.020722,0.12886277
222,11.009125,0.13492432
223,11.037836,0.13641727
224,10.969134,0.13540521
225,11.343718,0.14518902
226,11.733106,0.15474859
227,11.789632,0.1555236
228,11.175316,0.1396223
229,11.281488,0.14092708
230,11.392187,0.1434032
231,11.3459015,0.14269364
232,11.160646,0.13657564
233,11.147014,0.13607797
234,11.12946,0.13958582
235,11.18045,0.14317662
236,11.108534,0.13861626
237,11.101839,0.13671374
238,10.976524,0.1313087
239,10.929602,0.12834522
240,10.712721,0.11392138
241,10.900251,0.1184162
242,11.406401,0.13661724
243,11.619752,0.14475107
244,11.889266,0.16851908
245,11.312487,0.15088749
246,11.065163,0.14087287
247,11.140696,0.13602665
248,11.199652,0.13768592
249,11.303145,0.14196381
250,11.220937,0.14001456
251,11.259107,0.13726068
252,11.243375,0.13697925
253,11.068406,0.13236931
254,11.451742,0.14204752
255,11.42708,0.14010921
256,11.570718,0.13909084
257,11.416597,0.1403453
258,11.421064,0.14039561
259,11.282261,0.13807976
260,10.936729,0.12874499
261,10.836466,0.12506118
262,10.913977,0.122511216
263,10.856525,0.11858023
264,10.761141,0.11775722
265,10.665929,0.115273885
266,10.496313,0.11407729
267,10.456181,0.114569
268,10.629457,0.119696505
269,10.727299,0.12142939
270,10.612925,0.11820304
271,10.690327,0.12118641
272,10.536945,0.11752101
273,10.57037,0.11988283
274,10.702805,0.12431299
275,10.870523,0.12804714
276,10.867404,0.12805355
277,10.770262,0.12495769
278,11.400002,0.14177313
279,11.154491,0.13976428
280,11.275121,0.1432974
281,11.391424,0.14672437
282,11.386574,0.1446093
283,11.322165,0.14183056
284,11.408711,0.1436019
285,11.33082,0.14170322
286,11.387802,0.14544836
287,11.396009,0.1439516
288,11.460066,0.14431757
289,11.494785,0.1447042
290,11.452952,0.14152771
291,11.442663,0.14102963
292,11.602732,0.14777166
293,11.770184,0.15092123
294,11.614149,0.14721093
295,11.763111,0.15031949
296,11.788973,0.15144712
297,11.624948,0.14634386
298,11.736916,0.15178004
299,11.617699,0.14292336
300,11.667437,0.14861849
301,11.888166,0.15483022
302,11.862917,0.1547386
303,11.987015,0.15869677
304,12.084,0.15808722
305,12.159505,0.15812466
306,12.238382,0.15997016
307,12.033812,0.15760669
308,12.061106,0.15691078
309,12.174818,0.16004732
310,11.857431,0.15059352
311,12.120859,0.15980542
312,11.948042,0.1548917
313,11.987882,0.15707794
314,11.979391,0.15852717
315,12.000731,0.1588031
316,11.756136,0.15477279
317,11.874254,0.15569386
318,11.74575,0.15177676
319,11.726809,0.15279213
320,11.809662,0.15513381
321,11.757395,0.15497416
322,12.028133,0.16079697
323,12.121145,0.16466004
324,12.084423,0.16299587
325,12.366759,0.17118189
326,12.506628,0.17212528
327,12.298097,0.1651226
328,12.282694,0.16323614
329,12.08369,0.16082585
330,12.131264,0.16319
331,12.22527,0.16261098
332,12.3293705,0.16398251
333,12.24784,0.16118509
334,12.065413,0.15786311
335,12.184464,0.16184652
336,12.021572,0.15764236
337,12.1562805,0.16239789
338,12.190743,0.16382381
339,12.32182,0.16766879
340,12.085535,0.15856448
341,12.104028,0.16137081
342,12.079027,0.16032234
343,12.186893,0.16244215
344,12.1840315,0.16218767
345,12.102552,0.15964648
346,12.189731,0.16127893
347,12.139459,0.16197816
348,12.094097,0.15869373
349,12.068667,0.15611354
350,12.193851,0.15972641
351,11.86537,0.15189263
352,11.889577,0.15458325
353,11.835333,0.15145347
354,12.020252,0.15572292
355,11.9113865,0.15355596
356,11.98221,0.15568382
357,11.77635,0.14918011
358,11.907179,0.15168744
359,12.043648,0.15522808
360,12.116305,0.15787503
361,11.954142,0.15433338
362,12.075463,0.1586746
363,12.05563,0.16035235
364,12.103781,0.16346836
365,11.966438,0.16186905
366,11.683321,0.15567279
367,11.848126,0.15826401
368,11.7617855,0.15577224
369,11.6208725,0.14483148
370,11.247801,0.13658154
371,11.797173,0.14912233
372,11.949851,0.15094545
373,11.949686,0.15089786
374,11.949821,0.15378824
375,12.024645,0.15415081
376,11.865282,0.15048572
377,11.820201,0.14823124
378,11.693155,0.14823699
379,11.277436,0.13493934
380,11.469343,0.1429204
381,11.266386,0.13548928
382,11.302589,0.13703579
383,11.490802,0.14310783
384,11.912668,0.15485919
385,11.595426,0.14502975
386,11.587109,0.14679298
387,11.30918,0.13775879
388,11.300209,0.13661647
389,11.245583,0.13559657
390,11.486754,0.14222732
391,11.3835125,0.13808101
392,11.247053,0.13602823
393,11.56889,0.14560705
394,11.350047,0.13794526
395,11.544706,0.14397088
396,11.417734,0.14046934
397,11.265202,0.13527808
398,11.199335,0.13524035
399,10.907698,0.12688649
400,11.037779,0.1296767
401,11.174883,0.13380003
402,11.317767,0.13826022
403,11.202879,0.1345861
404,11.342266,0.13899049
405,10.973133,0.12816057
406,10.674944,0.118985526
407,10.584509,0.11822205
408,10.803198,0.12238189
409,10.916181,0.12444956
410,11.077346,0.12888926
411,10.634075,0.11737732
412,10.625927,0.11696074
413,10.826212,0.12268979
414,10.752066,0.12027272
415,10.621095,0.11668899
416,10.398359,0.10930952
417,10.664658,0.115114115
418,10.55445,0.11353994
419,10.763733,0.12019541
420,10.724491,0.1183612
421,10.727882,0.11711634
422,10.909787,0.12321635
423,10.872877,0.11957785
424,11.146225,0.12734145
425,10.842695,0.11321128
426,10.840479,0.11964955
427,10.857845,0.12115707
428,10.847311,0.121764444
429,11.283003,0.13317856
430,11.097666,0.12997201
431,10.976412,0.12705275
432,11.169036,0.13250905
433,11.3106575,0.13470063
434,11.316407,0.13047525
435,11.657612,0.13406572
436,11.595007,0.13377064
437,11.621583,0.12971339
438,11.768773,0.13132504
439,11.239887,0.11687767
440,10.925434,0.114524804
441,10.920103,0.11697971
442,10.578534,0.10577854
443,9.882388,0.077122614
444,11.490051,0.12864247
445,11.5756,0.13348764
446,11.570579,0.1367093
447,11.9134655,0.14284527
448,11.902317,0.14028758
449,11.837158,0.12999716
450,11.668314,0.12496809
451,11.467135,0.11436293
452,11.550283,0.11395609
453,11.485636,0.10896031
454,11.359924,0.10663282
455,11.201166,0.1007146
456,11.261227,0.10812669
457,11.166621,0.102330945
458,11.053608,0.096943654
459,10.730497,0.08717244
460,10.879494,0.087320924
461,10.836439,0.08633254
462,10.986311,0.08868987
463,11.28121,0.103056796
464,11.024754,0.102744244
465,10.958239,0.11340772
466,10.988301,0.11881424
467,11.177248,0.12643501
468,11.1528225,0.12689155
469,11.208496,0.13307625
470,11.282088,0.13787708
471,11.159195,0.13569978
472,11.409268,0.14363196
473,11.38644,0.14338115
474,11.449466,0.14647704
475,11.423095,0.14794448
476,11.122487,0.1398158
477,10.854225,0.13422179
478,10.495564,0.11997997
479,11.274178,0.14268258
480,11.427057,0.14426532
481,10.957887,0.12739834
482,11.015379,0.1318501
483,11.232314,0.14029285
484,10.992687,0.1330542
485,11.157791,0.13878989
486,10.953617,0.13247785
487,10.878331,0.12898704
488,10.987746,0.133226
489,11.126665,0.13587174
490,11.084347,0.13384941
491,10.848509,0.12641385
492,10.969887,0.12926018
493,11.000908,0.13085535
494,11.216848,0.13655716
495,11.475004,0.14625391
496,11.453418,0.14427784
497,11.557122,0.15026852
498,11.418924,0.14564654
499,11.132178,0.13679054
500,11.070494,0.13241458
501,11.679001,0.15002692
502,11.596712,0.14573509
503,11.510734,0.14052719
504,11.509645,0.14212483
505,11.686406,0.14852184
506,11.8959,0.1526781
507,11.806548,0.14999917
508,11.7204685,0.14754835
509,11.460845,0.14472759
510,11.258385,0.13797122
511,11.664053,0.15138191
512,11.198641,0.13738152
513,11.077797,0.13920552
514,11.431279,0.15070313
515,10.995822,0.13881257
516,11.162489,0.14408088
517,11.133762,0.14068475
518,10.916153,0.13286078
519,10.918797,0.13225758
520,11.005661,0.13650021
521,11.19158,0.14191234
522,11.304013,0.14966324
523,11.369944,0.14965382
524,11.592425,0.14989343
525,11.511889,0.14842734
526,10.995467,0.12675995
527,11.058378,0.1247643
528,10.792799,0.113383286
529,10.565197,0.102463506
530,10.674585,0.107413106
531,10.73881,0.11383533
532,10.857633,0.11572746
533,11.156594,0.1269052
534,11.054985,0.12258405
535,10.919435,0.11548527
536,10.648966,0.10718759
537,10.710245,0.10759529
538,10.680151,0.111022316
539,10.624323,0.109223016
540,11.413684,0.13958997
541,10.593109,0.1073351
542,10.594915,0.109804906
543,10.441706,0.10045121
544,10.4496155,0.08349401
545,10.748955,0.091821395
546,10.86661,0.089914836
547,10.806484,0.09052115
548,10.856216,0.09692795
549,11.428362,0.120319806
550,11.368442,0.117582716
551,10.8774805,0.10925614
552,10.994519,0.1038044
553,11.546678,0.109655805
554,11.863308,0.119974114
555,11.620264,0.13003641
556,11.80222,0.13883784
557,11.354191,0.13739634
558,11.5720215,0.14472681
559,11.400282,0.1416378
560,11.444481,0.13774624
561,11.339139,0.13607556
562,11.423189,0.14480132
563,11.781522,0.15791711
564,11.904747,0.16600162
565,11.162358,0.14609444
566,10.549141,0.12542668
567,10.13548,0.10991792
568,10.099804,0.108577065
569,11.013433,0.13759094
570,10.4806,0.12386521
571,10.3471985,0.11708806
572,10.786648,0.12703803
573,10.345922,0.114888676
574,10.907529,0.1316084
575,10.714728,0.12211927
576,11.166272,0.13288817
577,11.197065,0.13671762
578,11.217023,0.13995436
579,10.882927,0.13529104
580,10.661335,0.12991476
581,11.075464,0.13900262
582,11.04479,0.13983545
583,11.411221,0.14812428
584,11.235294,0.14094278
585,11.106626,0.1383844
586,10.982716,0.13349962
587,11.045567,0.13387728
588,11.234921,0.13585201
589,11.111536,0.13309878
590,11.767117,0.14748296
591,11.604474,0.14613318
592,11.711024,0.14692041
593,12.341419,0.16612259
594,12.19203,0.15965813
595,12.328487,0.16130397
596,12.530201,0.16647977
597,12.488707,0.16683331
598,12.256614,0.15843728
599,12.397259,0.15292242
600,11.791717,0.120721705
601,11.24828,0.10149754
602,11.042088,0.09010692
603,11.036273,0.0694321
604,11.589823,0.09087535
605,11.817516,0.107823275
606,11.756083,0.12605399
607,12.381427,0.15161535
608,12.361813,0.1530622
609,12.573847,0.16089621
610,12.78126,0.15774071
611,12.520597,0.14764449
612,12.347939,0.13518128
613,12.063702,0.12303213
614,12.486664,0.13029763
615,12.464044,0.14095965
616,12.628686,0.15440512
617,12.8376255,0.16153908
618,12.81391,0.16328025
619,12.614111,0.15563083
620,12.285305,0.15087625
621,12.090254,0.13516825
622,12.505695,0.15594429
623,12.710539,0.16231254
624,12.870159,0.16292888
625,12.594072,0.1585635
626,12.64402,0.15962082
627,12.324028,0.15915036
628,12.3488865,0.1652511
629,12.302381,0.15848309
630,12.698468,0.16401905
631,12.721565,0.16695035
632,12.439744,0.15358874
633,12.651458,0.15908101
634,12.390137,0.15616706
635,12.631885,0.16710255
636,12.733421,0.1629548
637,12.727616,0.16946086
638,12.50095,0.16236347
639,12.6056,0.16271979
640,12.45932,0.15088817
641,11.991005,0.14280552
642,11.94935,0.14866588
643,11.715242,0.13928804
644,12.311686,0.14600593
645,12.030174,0.1465509
646,12.30968,0.15016234
647,11.935656,0.14458773
648,11.934608,0.1416387
649,11.90403,0.13991949
650,11.441509,0.12496748
651,11.578596,0.1359089
652,11.732892,0.13562524
653,12.052507,0.14293706
654,11.790781,0.14148474
655,11.9078865,0.15064636
656,11.699799,0.13251111
657,11.538444,0.13453749
658,11.4868965,0.12930769
659,11.475771,0.13702542
660,11.285916,0.12614205
661,11.073678,0.118325196
662,11.189779,0.12755573
663,11.285349,0.12703365
664,11.563543,0.12958542
665,11.410171,0.12201377
666,11.7173605,0.122642584
667,11.580575,0.116784476
668,12.149059,0.13894781
669,12.033296,0.14159727
670,11.986612,0.14457214
671,11.772092,0.13517764
672,11.299882,0.12044916
673,11.474043,0.12556228
674,11.567652,0.13730994
675,11.888519,0.13843492
676,11.28182,0.13349184
677,11.532162,0.13999212
678,11.26487,0.13647598
679,11.454763,0.1395531
680,11.513876,0.13533095
681,11.685273,0.14288434
682,11.55609,0.14128363
683,11.53717,0.13541341
684,11.8460865,0.14259759
685,11.717452,0.14229721
686,11.8710785,0.15147632
687,11.91466,0.14958858
688,12.232987,0.15281081
689,12.030578,0.14197055
690,12.0129,0.15121281
691,11.5912695,0.14543977
692,11.830452,0.15263036
693,11.641684,0.1538533
694,11.839912,0.1534504
695,11.981018,0.16656992
696,11.905142,0.16566688
697,11.459843,0.15352783
698,11.575864,0.15130144
699,11.459401,0.1534737
700,11.458591,0.1517177
701,11.638443,0.15991446
702,11.481327,0.14566821
703,11.860907,0.15412593
704,11.740886,0.1460315
705,11.973137,0.15251344
706,12.334821,0.15458187
707,11.725822,0.15011951
708,11.854343,0.14798501
709,12.378759,0.16508836
710,12.30746,0.1728437
711,12.236515,0.1769732
712,12.054246,0.17212069
713,12.455577,0.15785637
714,12.69279,0.17273512
715,12.544115,0.16681767
716,12.550758,0.1737017
717,12.421635,0.1787503
718,12.15647,0.16642335
719,12.418164,0.17139849
720,12.57806,0.16556516
721,12.437656,0.1677534
722,12.630023,0.18165717
723,12.664415,0.18653622
724,12.676614,0.18623835
725,12.557131,0.17862064
726,12.347011,0.16997436
727,12.371587,0.17085561
728,12.627375,0.1832363
729,12.655022,0.18209809
730,12.56752,0.18357918
731,12.363329,0.18133679
732,11.48679,0.1616663
733,12.290075,0.1761052
734,12.267892,0.17879862
735,12.384741,0.17950714
736,11.54043,0.16638729
737,11.389883,0.14073062
738,11.564007,0.1476272
739,11.834383,0.16034907
740,12.040802,0.16460901
741,12.213962,0.16711566
742,12.427431,0.17394602
743,12.327453,0.16976175
744,12.247055,0.17037717
745,12.397553,0.17361677
746,12.337819,0.17376983
747,12.467405,0.17602187
748,12.557962,0.17798445
749,12.428092,0.17627198
750,12.14135,0.17106402
751,11.870646,0.16440892
752,12.121421,0.1677976
753,12.315636,0.17130095
754,12.436583,0.1723085
755,12.141964,0.16869089
756,12.097013,0.16857693
757,12.210165,0.17165375
758,12.21845,0.17137048
759,12.185183,0.17216831
760,12.056288,0.16950735
761,11.831777,0.16138318
762,12.100918,0.17033374
763,11.924821,0.16356155
764,12.102068,0.167406
765,11.991711,0.16677701
766,12.04775,0.1684184
767,11.681957,0.15789104
768,12.050838,0.16762647
769,12.149635,0.17130929
770,12.180495,0.17088228
771,12.267632,0.17322677
772,12.336761,0.1727438
773,12.491567,0.1707266
774,12.636366,0.17631051
775,12.587576,0.17837498
776,12.512446,0.17748103
777,12.304527,0.17015272
778,12.561314,0.17017949
779,12.300615,0.17211473
780,12.061752,0.14634123
781,12.036175,0.14516461
782,12.233829,0.15965739
783,12.160104,0.15682536
784,11.835335,0.15658486
785,11.730257,0.14142862
786,11.551048,0.13896957
787,11.654745,0.14101443
788,11.6727495,0.14190924
789,11.549563,0.14081827
790,11.526581,0.13898781
791,11.5201435,0.13796833
792,11.633862,0.14184105
793,11.466186,0.12946782
794,11.459219,0.13634264
795,11.201152,0.1325548
796,10.254633,0.11124123
797,10.437187,0.10284159
798,10.111271,0.09415055
799,10.142164,0.096290626
800,10.741262,0.11884152
801,11.029805,0.13736379
802,10.886485,0.12621614
803,10.966318,0.12518305
804,10.919849,0.11485749
805,10.992265,0.11150157
806,10.973325,0.115594916
807,10.865511,0.122581966
808,10.839439,0.12235465
809,10.845354,0.123270415
810,11.052612,0.12260618
811,10.918925,0.11713294
812,10.82267,0.11360084
813,10.655376,0.11628852
814,10.673927,0.11661301
815,10.591127,0.1207915
816,10.856255,0.11860683
817,10.575693,0.110035144
818,10.576055,0.11488756
819,10.275429,0.114311464
820,10.422327,0.120550014
821,10.447855,0.11311569
822,10.537714,0.120294444
823,10.68089,0.11922767
824,10.427683,0.11620765
825,10.441202,0.12335134
826,10.361618,0.11847701
827,10.690654,0.120763
828,10.432104,0.11958889
829,10.370235,0.11840258
830,10.414545,0.1182949
831,10.224087,0.11962772
832,10.527685,0.117124446
833,10.6449585,0.11901302
834,10.532652,0.11886036
835,10.318668,0.121378474
836,10.306999,0.115603395
837,10.303435,0.11651071
838,10.253777,0.11732451
839,10.108113,0.10668235
840,10.294486,0.116247185
841,10.299721,0.11232767
842,10.586373,0.11247402
843,10.759602,0.09887331
844,10.792072,0.10698617
845,10.674915,0.106516324
846,10.66823,0.107418366
847,10.350365,0.10069332
848,10.238752,0.103706814
849,10.168041,0.10055747
850,10.331702,0.107785635
851,10.158326,0.10482966
852,10.083429,0.104178794
853,9.8458,0.09826111
854,9.740034,0.097905956
855,9.722675,0.09026242
856,9.396899,0.08326384
857,9.170113,0.0826587
858,8.909385,0.065400615
859,9.19654,0.072440766
860,9.061991,0.07466756
861,9.328565,0.08596408
862,9.454596,0.08637685
863,9.402211,0.0918184
864,9.31704,0.0779912
865,9.325688,0.0748122
866,9.624439,0.08152701
867,9.580753,0.07267556
868,9.760344,0.080015875
869,9.832847,0.083347626
870,9.822504,0.08342269
871,9.638116,0.08084907
872,9.602801,0.08623354
873,9.804252,0.08258774
874,9.505484,0.07249838
875,9.146502,0.06265677
876,9.424011,0.070683174
877,9.481073,0.07390432
878,9.446537,0.06788007
879,9.249959,0.058584668
880,9.076656,0.046509273
881,9.422238,0.052297376
882,9.5829,0.0656656
883,9.455697,0.0567073
884,9.436725,0.050317794
885,9.428223,0.045796037
886,9.436163,0.050018862
887,9.479109,0.035845563
888,9.046308,0.03046491
889,9.018717,0.03209415
890,9.166204,0.042003468
891,9.075041,0.030043744
892,8.590261,0.006196812
893,7.9308305,-0.015871217
894,7.5543194,-0.029987283
895,7.606082,-0.030302072
896,7.576852,-0.030124314
897,7.1828837,-0.027728435
898,7.2104716,-0.02776895
899,7.2052655,-0.019937793
900,6.720689,-0.023908887
901,6.9630747,-0.026391687
902,7.0594482,-0.02697777
903,7.0147176,-0.026705747
904,6.694486,-0.02475829
905,6.569661,-0.023999177
906,7.1511846,0.00085915625
907,6.942381,-0.010765355
908,7.4873395,0.017453656
909,7.9802456,0.043117374
910,8.466528,0.06162568
911,9.140646,0.07796102
912,9.106391,0.073466174
913,9.533694,0.096107356
914,9.559978,0.094502814
915,9.563088,0.101660706
916,9.515428,0.09965817
917,9.510682,0.08965138
918,9.5533085,0.08652175
919,9.499469,0.07965913
920,9.499366,0.070673086
921,9.470155,0.0680975
922,9.455927,0.060529977
923,9.426003,0.05357174
924,9.400482,0.05084379
925,9.456866,0.06102971
926,9.526156,0.055824913
927,9.575338,0.04662051
928,9.620025,0.037797138
929,9.531427,0.037762597
930,9.440971,0.03427542
931,9.287939,0.03210687
932,9.188733,0.022662602
933,9.100564,0.020700525
934,9.171295,0.027263217
935,8.635583,0.011694118
936,8.924895,0.029129438
937,8.679045,0.023879908
938,8.940305,0.037609234
939,8.623694,0.038297996
940,8.721662,0.047948852
941,8.440504,0.036285497
942,8.238304,0.021842323
943,7.834418,0.006285213
944,8.03937,0.011259459
945,8.097706,0.009861115
946,8.189286,0.016559027
947,8.609455,0.036299013
948,8.619797,0.035906866
949,8.562781,0.03100092
950,8.344763,0.0300707
951,8.41082,0.04203371
952,8.638193,0.04851275
953,8.708279,0.050235607
954,8.329497,0.026325643
955,8.4164,0.029498473
956,8.430148,0.02033075
957,8.47218,0.02666172
958,8.036006,0.010537453
959,7.970708,0.005977772
960,8.295032,0.011697695
961,8.15154,0.018390395
962,8.246409,0.029238768
963,8.314908,0.029518224
964,9.00107,0.059540413
965,9.323652,0.07276029
966,9.49871,0.08664992
967,9.695009,0.10046958
968,9.73186,0.09464408
969,9.730101,0.08276176
970,9.661237,0.08024137
971,9.62342,0.073505715
972,9.618252,0.06438137
973,9.55169,0.05775384
974,9.537483,0.05887095
975,9.453916,0.06403623
976,9.507375,0.06486314
977,9.4809885,0.06562744
978,9.534732,0.07168339
979,9.185911,0.06267028
980,9.293726,0.07180187
981,9.683577,0.08346949
982,9.573254,0.07769973
983,9.603312,0.073621035
984,9.591391,0.07159136
985,9.5978985,0.06956822
986,9.57337,0.07114536
987,9.463138,0.06763851
988,9.113525,0.05616422
989,8.938131,0.044560082
990,8.636482,0.032566555
991,8.672297,0.033652104
992,8.907879,0.042529628
993,8.675983,0.038852453
994,7.908539,0.015293367
995,8.246046,0.03209915
996,8.133411,0.028726123
997,8.446838,0.037564255
998,8.5366335,0.043721758
999,9.043686,0.060878076
1000,8.895741,0.05587495
1001,8.598177,0.051327184
1002,8.877685,0.06126517
1003,8.731974,0.057083078
1004,8.661137,0.060902327
1005,8.876672,0.06553934
1006,8.868785,0.06572905
1007,8.384024,0.03655509
1008,8.322741,0.030534975
1009,8.3709345,0.032298706
1010,8.533728,0.036216833
1011,8.297876,0.02718785
1012,8.13163,0.024404623
1013,7.8635883,0.0110288635
1014,7.2392845,-0.020983076
1015,7.0746555,-0.027070254
1016,7.1152396,-0.027317062
1017,7.258687,-0.028189424
1018,7.2301626,-0.028015956
1019,7.4730754,-0.029493205
1020,7.4846334,-0.029563494
1021,7.526692,-0.029819269
1022,7.5424666,-0.029915204
1023,7.715529,-0.030967664
1024,7.898617,-0.032081097
1025,7.9377327,-0.032318976
1026,8.042304,-0.032954916
1027,7.8934007,-0.032049377
1028,8.167239,-0.0337147
1029,8.283617,-0.03442244
1030,8.345579,-0.034799255
1031,8.701868,-0.016325504
1032,8.345579,-0.034799255
1033,8.176186,-0.0337691
1034,7.7898088,-0.03141939
1035,7.550348,-0.02996313
1036,7.4673004,-0.029458087
1037,7.182207,-0.02772432
1038,7.3355265,-0.028656714
1039,7.542081,-0.029912857
1040,7.7313538,-0.031063903
1041,7.432135,-0.029244231
1042,7.0568814,-0.026962161
1043,6.864641,-0.02579307
1044,6.759365,-0.025152843
1045,6.6938033,-0.024754137
1046,6.691438,-0.024739753
1047,6.366767,-0.022765296
1048,6.369713,-0.022783212
1049,5.629424,-0.018281216
1050,6.243897,-0.022018073
1051,5.5603666,-0.017861249
1052,5.8982086,-0.019915804
1053,5.407604,-0.016932238
1054,5.356161,-0.01661939
1055,5.25776,-0.016020974
1056,5.0144386,-0.014541239
1057,5.0583396,-0.014808219
1058,4.896413,-0.013823478
1059,4.864774,-0.013631068
